slew_ps\cload_fF,1e-15,5e-15,1e-14,2.5e-14,5e-14
20.0,18.96506,35.53919,55.81192,116.23089999999999,216.743
50.0,26.37748,42.87795,63.21854,123.74140000000001,224.30720000000002
100.0,36.33216,55.47813,75.75713,136.3178,236.9335
200.0,49.33365,77.75064,101.2891,161.6696,262.2743
500.00000000000006,71.52432,119.32609999999998,159.1995,238.2785,338.8845
