slew_ps\cload_fF,1e-15,5e-15,1e-14,2.5e-14,5e-14
20.0,27.72935,52.928039999999996,83.88239,176.34619999999998,330.27590000000004
50.0,35.575120000000005,60.92163000000001,91.99393,184.57580000000002,338.557
100.0,49.21091,74.48042,105.613,198.31349999999998,352.3617
200.0,70.18275,102.1298,133.1465,225.8853,380.0074
500.00000000000006,110.9691,167.0815,212.6173,309.2071,463.2218
