slew_ps\cload_fF,1e-15,5e-15,1e-14,2.5e-14,5e-14
20.0,14.377989999999999,26.72387,41.8463,86.85791,161.6929
50.0,20.30727,33.19151,48.29132,93.34987,168.2244
100.0,26.28767,43.86762,59.382329999999996,104.3138,179.1745
200.0,33.547200000000004,58.33274,79.82813,126.65910000000001,201.30089999999998
500.00000000000006,45.890719999999995,82.73863,116.3908,187.29000000000002,268.9913
